track_id,track_name,track_artist,popular,release_year,release_month,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5mj8WVFcKdGA8p9HWGTSLc,Cuando Perriabas,Bad Bunny,1,2018,12,latin,0.787,0.705,0,-7.582,1,0.0695,0.137,1.06e-06,0.108,0.499,81.998,188654
3VAeTjREoKPY1exOXR4oBm,Go Fuck Yourself,Two Feet,0,2016,7,pop,0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,129600
6EylLZvd69kYDDtT35gZOB,Te Necesito,Bhavi,0,2018,9,rap,0.804,0.69,8,-6.197,0,0.108,0.182,0,0.146,0.525,122.942,242419
1vhNjOtmfgoGy4J6ijCUSS,Higher Love - Full Album Version,Steve Winwood,0,1986,1,rock,0.702,0.779,5,-12.267,1,0.0412,0.0561,0.0905,0.303,0.949,98.7,351507
0RVzAEJdh4VsuRIkLqmo7t,Good Morning,Green Assassin Dollar,0,2020,1,rap,0.751,0.425,7,-8.947,1,0.0466,0.894,0.725,0.0976,0.778,75.128,65000
0JoaFxLgrqbWutREzcZBzS,One Dance,Drake,0,2016,4,r&b,0.771,0.629,1,-5.79,1,0.0511,0.00802,0.00252,0.356,0.362,103.918,173975
284kpyWYh7ZKKLeE4AuR6b,You Know You're Special,Lil Cuete,0,2004,4,latin,0.937,0.565,0,-10.325,1,0.0955,0.0944,0,0.0928,0.897,130.012,165040
10XGiS6tt8eNJg2HeXVQEJ,I Own You,Mick Flannery,0,2016,10,rock,0.538,0.721,2,-5.974,1,0.0342,0.19,5.73e-05,0.0723,0.339,141.969,211740
2QSuNcQxqFfokvbS7SInHG,Ven Conmigo,Daddy Yankee,0,2012,1,latin,0.781,0.842,10,-5.334,0,0.0403,0.102,0,0.0657,0.71,120.054,219787
37WThuwPuTsonUbRbeGZXz,Night Train,Koralle,0,2019,9,rap,0.647,0.435,0,-8.933,0,0.0422,0.0884,0.944,0.233,0.72,90.02,153373
5nFlcwk4U6KTFIB1Ij23Bt,Falling In Love,Crystal Bats,0,2013,12,pop,0.555,0.616,0,-6.049,1,0.0311,0.00236,0.014,0.0993,0.222,101.985,222403
45GtRWedzDAzG55MPosniU,Show Me,Kid Ink,0,2013,9,rap,0.491,0.512,7,-7.274,1,0.123,0.0347,0,0.135,0.558,98.092,219640
3vZK2rdDmMW2W11S8dFHYh,Night Sweats,Lloyd Cole,0,2019,7,pop,0.655,0.761,8,-6.295,1,0.0367,0.207,0.183,0.0818,0.59,90.017,379228
5Ufch415w7XCoPmdguSeDS,If You're Over Me - Sebastian Perez Remix,Years & Years,0,2018,6,edm,0.639,0.874,3,-5.205,1,0.206,0.033,0,0.104,0.727,125.102,220800
22Fwimjd0oaL06eU7Aura4,Hottest in the City,Ty Dolla $ign,0,2019,8,r&b,0.747,0.67,8,-5.696,0,0.135,0.00594,2.68e-05,0.1,0.377,146.858,183001
5bINBKyhsxjKARdtuPTITM,No Way,OnCue,0,2015,1,r&b,0.78,0.657,1,-10.125,0,0.262,0.0849,0,0.548,0.422,105.064,220000
5F5qG3G8QKNKENzvQ9IVWO,Te Me Fuiste,César Avila,0,2019,11,latin,0.531,0.622,9,-6.573,1,0.0385,0.561,0,0.176,0.589,103.036,201720
7h7bI2qpPJPsKtbiBO3Ph3,Desierto - Basslovd Remix,Gerstronik,0,2018,8,latin,0.824,0.845,4,-4.091,0,0.0778,0.0153,0.506,0.0819,0.849,105.023,175381
1w3XQHyd4stGaZmIlBU3cr,Alone,Of Virtue,0,2019,5,rock,0.5,0.948,3,-2.856,0,0.0612,0.0013,0.0228,0.164,0.508,90.061,214667
5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,1,2018,9,pop,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Pitbull,1,2014,11,pop,0.72,0.802,1,-5.797,1,0.0582,0.0921,0,0.694,0.723,124.043,229360
5Xt5iEbljmwJW51LMTQ6Nx,What About Us - Cash Cash Remix,P!nk,0,2017,9,edm,0.595,0.797,8,-2.565,1,0.0466,0.0509,4.92e-06,0.104,0.221,122.801,233902
4lCN1ph24GXxVQkK6XpzuP,Dame un Besito (feat. Frank Garcia),RD Maravilla,0,2015,4,latin,0.688,0.896,0,-5.186,1,0.0388,0.081,5.52e-06,0.327,0.916,95.003,218720
3zU9rdflI65tK4dkkNSp77,Heroes (we could be),Alesso,1,2015,5,edm,0.503,0.748,5,-4.124,1,0.0619,0.0305,0,0.343,0.356,125.896,210013
03WsrEB8eyCeUfvRxGP5JX,Down 4 Whateva,Nuttin' Nyce,0,1905,6,r&b,0.688,0.719,11,-6.038,1,0.0582,0.0363,1.29e-06,0.297,0.653,97.75,287867
4qxsM71CUQmCD5eRIJIqpy,Get Together,The Youngbloods,0,1988,2,rock,0.497,0.416,2,-15.925,1,0.0268,0.548,0.065,0.0846,0.59,103.317,276225
1QLRsTQdtz5KTXHndX1sLd,Blame Me,Hannah Williams,0,2012,6,r&b,0.558,0.503,9,-7.471,0,0.03,0.185,0,0.201,0.385,106.983,247053
63mlCw3VtGUOoR6LI6UwZb,Piensa en Mí,Jotdog,0,1905,7,pop,0.588,0.531,0,-9.776,1,0.025,0.658,4.96e-06,0.0889,0.124,80,230827
0REinjAZvoW0PrhDS2aHAg,Threnody,Naeleck,0,2016,12,edm,0.71,0.751,2,-4.455,1,0.0646,0.000119,0.892,0.102,0.311,128.016,243809
48nmKZkd67ATPI8ROOJhkK,Lady (feat. Pitbull),Austin Mahone,0,2016,12,pop,0.751,0.829,10,-4.906,0,0.0832,0.164,7.71e-05,0.341,0.672,125.958,211278
1HtqhI19YOBclfQvyOO9HQ,By My Side,T-Mass,0,2019,5,rap,0.477,0.808,6,-4.517,0,0.0561,0.00765,3.41e-05,0.179,0.262,145.07,234099
22wKQbMH8n7wZfso2VcLJL,Opposite Of Adults,Chiddy Bang,0,2010,10,pop,0.677,0.89,6,-5.46,0,0.159,0.0123,0,0.321,0.622,96.009,193707
6FK30xkkZbphGrDKfjeYNo,You Are Like Nobody Else - Original Mix,Swanky Tunes,0,2013,4,edm,0.514,0.835,4,-3.039,0,0.0752,0.00294,0.00243,0.0703,0.115,124.965,299720
1ZFkhOsw9Eim8dCgI2SDvX,Pump Up the Jam,Swingrowers,0,2014,6,edm,0.795,0.767,8,-6.696,1,0.0692,0.00678,0,0.322,0.726,125.012,229588
3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,0,2016,12,pop,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200
5qM61pJDpUnVDjrSOkaouT,Hollow,DubVision,0,2015,8,edm,0.489,0.86,0,-4.214,0,0.0835,0.0256,0,0.401,0.119,127.991,211250
0GOVA2bOtFTAONKhbknj2W,Don't Pretend,Faye Meana,0,2017,3,r&b,0.657,0.346,11,-14.152,0,0.156,0.86,0.258,0.131,0.239,159.986,230973
421leiR6jKlH5KDdwLYrOs,Dance Monkey,Tones and I,0,2019,5,pop,0.824,0.592,6,-6.4,0,0.0969,0.693,0.000158,0.178,0.54,98.074,209755
4PclDQ2lYPmIuhj4G3swK1,Alone (feat. Anjulie & Jeffrey Jey) - Club Mix,Marnik,0,2020,1,edm,0.56,0.934,11,-2.984,1,0.0378,0.00457,3.11e-06,0.297,0.325,134.004,201045
6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),The Black Eyed Peas,1,2019,10,latin,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714
2vwiGaMtP3cKs5uZIXYGsZ,Not With Me (feat. David Taylor),LIZOT,0,2019,10,latin,0.694,0.748,5,-3.969,1,0.0401,0.0191,0,0.0557,0.665,104.888,198857
4bGdBAWrCkz4ZxXbWOreoK,In the Jungle - Instrumental,The Hygrades,0,2009,8,rock,0.735,0.87,2,-4.916,0,0.0454,0.337,0.218,0.149,0.837,104.287,189107
7fKCNzXA9PE1sHY69a5jlq,Me Dijo,Estro,0,2019,10,latin,0.796,0.802,1,-5.563,1,0.0471,0.102,0,0.0528,0.796,91.015,206867
0FA13knA8ifgta3nWGkyRm,Regulate,Warren G,0,1994,6,rap,0.854,0.503,4,-13.406,0,0.224,0.529,8.26e-06,0.112,0.766,95.276,250107
5UDEi8SNujka6BfNh29eTt,Drive,Lockeland,0,2019,8,rock,0.506,0.939,2,-2.588,1,0.121,0.0108,0,0.307,0.687,145.041,203747
7Eieiwd3Jm0aU9IxtaA1Ev,Lift Me Up,Five Finger Death Punch,0,2013,1,rock,0.552,0.988,4,-3.65,1,0.145,9.43e-05,0,0.364,0.224,150.027,246613
5AzpZ5ADn1AFPxcEBd2Ugf,Don't Do Me Like That,Tom Petty and the Heartbreakers,0,1979,10,rock,0.758,0.805,0,-4.243,1,0.0279,0.211,1.53e-05,0.0982,0.961,116.543,161787
1p80XDFkNwDaA87sh2C2Xn,Don't Miss It,James Blake,0,2019,1,r&b,0.52,0.341,9,-12.66,1,0.0534,0.842,0.0193,0.0971,0.052,140.914,299200
1Q34tAtTWI6RdW1qzFQiPb,Your Smiling Face,James Taylor,0,1905,5,rock,0.683,0.515,1,-10.932,1,0.0592,0.137,6.66e-06,0.0816,0.767,88.827,165400
38TcCQZFSZ86FeAyXR9O7P,I Want Her,Keith Sweat,0,2017,8,r&b,0.74,0.467,11,-12.066,0,0.0425,0.0145,1.55e-06,0.173,0.89,107.848,360107
6U0FIYXCQ3TGrk4tFpLrEA,SUGAR,BROCKHAMPTON,1,2019,8,r&b,0.453,0.538,1,-8.212,1,0.0638,0.449,0,0.19,0.516,122.973,204533
6f5TuB9WtbA1g49A4DcMQ4,Be Alright,Ariana Grande,1,2016,5,r&b,0.813,0.456,1,-7.667,0,0.0685,0.169,2.85e-06,0.105,0.587,108.801,179293
5VHkkdAWbO8QKMKHnFNotP,Bang - Tiësto Bootleg Radio Edit,3LAU,0,2014,5,edm,0.707,0.797,10,-3.249,0,0.075,0.00122,0.0058,0.266,0.309,127.94,208126
5Jp0avXwxgYt75sjxQJxWw,SWIM,BROCKHAMPTON,0,2017,6,r&b,0.659,0.493,4,-9.161,1,0.0357,0.147,3.46e-06,0.114,0.497,92.989,213375
2RISD4aJrioDB54exm5WWM,Fall in Love,GoldLink,0,2016,8,r&b,0.627,0.837,1,-7.162,1,0.36,0.058,0.000567,0.328,0.504,105.105,184571
2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),Red Hot Chili Peppers,1,2006,5,rock,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667
37FXw5QGFN7uwwsLy8uAc0,We Don't Talk Anymore,Charlie Puth,1,2016,1,r&b,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,217707
1LCG7BBh96DUUV6MuQhFad,Dance Monkey,Coopex,0,2019,12,r&b,0.566,0.767,6,-6.15,0,0.0817,0.106,0,0.0862,0.236,98.111,194707
2gKh5iVlnsnt0LylHVjipl,Otro Dia - Mastiksoul Album Mix,Gregor Salto,0,2014,8,latin,0.865,0.945,8,-4.676,1,0.0616,0.172,0.00651,0.0765,0.872,128,241875
7J7D2Ezp32LxlYuNTZX48n,So Far Away - Nicky Romero Remix,Martin Garrix,0,2017,12,edm,0.569,0.493,6,-4.89,0,0.0443,0.0196,0.0001,0.0417,0.242,125.967,342857
3wwo0bJvDSorOpNfzEkfXx,Let Me Know (I Wonder Why Freestyle),Juice WRLD,1,2019,12,rap,0.635,0.537,7,-7.895,0,0.0832,0.172,0,0.418,0.383,125.028,215381
5bx1UhmDae1dxhc53dFAC1,Distortion,The Kemist,0,2019,12,latin,0.728,0.825,7,-5.644,1,0.149,0.00842,0,0.364,0.283,129.943,209187
1dCJprCdXOvLmK8RQ5jpRL,Bak Pak,Lunchmoney,0,2018,7,rap,0.711,0.387,10,-14.536,0,0.231,0.937,0.842,0.116,0.598,79.027,85063
1A6OTy97kk0mMdm78rHsm8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0,2018,10,pop,0.753,0.498,2,-5.61,1,0.0504,0.551,0,0.0706,0.927,89.95,158053
63cd4JkwGgYJrbOizbfmsp,Pure Water (with Migos),Mustard,0,2019,1,rap,0.68,0.559,0,-5.545,1,0.129,0.172,0,0.318,0.137,202.006,194520
1mnqraQ8oV8MX92rdOFLWW,1 Thing,Amerie,0,1905,6,r&b,0.612,0.961,10,-3.078,0,0.333,0.107,4.17e-05,0.0413,0.867,129.873,238760
1xJrQgMoWUiRvZyl1KCXYW,Wiggle,Willie Clayton,0,2006,1,rap,0.819,0.611,0,-6.287,1,0.114,0.3,0.000199,0.108,0.894,173.926,287093
3J7liEhbzugpvof2EjDlei,Silver Lining,Wallaby,0,2019,8,edm,0.767,0.7,0,-6.331,1,0.068,0.0629,4.57e-06,0.193,0.277,113.979,136867
7ABJ2azouB9EwEYzL9Tljt,Booti Call,Blackstreet,0,1994,1,r&b,0.87,0.92,9,-2.858,0,0.0538,0.00819,0.000838,0.083,0.852,99.123,266493
6A30LeQiZ781ATWscFIJo3,The Road,Flynn,0,2018,7,rap,0.497,0.345,5,-7.666,0,0.181,0.962,0.944,0.108,0.669,77.695,108000
2xGKkcdKQUyqKKfOhd58gP,Stay,Oingo Boingo,0,1991,1,rock,0.581,0.525,5,-11.357,1,0.029,0.314,2.97e-05,0.131,0.652,119.09,215933
1BVnAMf782HlV4HIPliHr8,I Love You More,Juan Luis Guerra 4.40,0,2019,5,latin,0.758,0.914,10,-2.699,1,0.084,0.737,0,0.0749,0.962,149.786,196200
7laHFXyvmclFYqn6sNnVOh,I Got That Fire,Juvenile,0,1999,1,rap,0.831,0.631,1,-8.202,1,0.251,0.0297,0,0.0694,0.218,101.946,347000
1A9x4TnQrYulOQq6eeqWAH,Cold As Stone,Luis DH,0,2019,11,edm,0.635,0.743,9,-6.138,0,0.0444,0.00813,0.869,0.117,0.305,95.082,123231
525yPO8r5J6kLostDxm3XK,Back That Azz Up,Juvenile,0,2004,1,rap,0.752,0.82,2,-3.35,0,0.257,0.0339,0,0.0998,0.528,191.685,265560
1uy17QxhHh4Z2pBj9RbEK1,When I'm With U,Tritonal,0,2019,6,pop,0.594,0.804,7,-3.311,1,0.0378,0.221,0,0.12,0.326,115.941,256552
0bqbHSWQShDF7sv8DFMcAA,My Small Town,Danny Boone,0,2014,6,rap,0.523,0.693,7,-5.598,1,0.0261,0.0293,0,0.0742,0.646,159.972,208753
4fCAOaMs0PYL58OijKp2IS,"fuck, i’m lonely (with Anne-Marie) - Ofenbach Remix",Lauv,0,2019,8,pop,0.763,0.674,9,-5.146,1,0.0378,0.0106,3.58e-06,0.0321,0.759,105.027,178512
5kX5gD4ygSg30DG18iAC5E,Gangsta Of Love,Ballin Entertainment,0,2008,4,latin,0.718,0.671,0,-12.552,0,0.109,0.0728,8.79e-06,0.318,0.772,130.844,169169
60bhhX6Jxyldf26yuQKfnP,Rocket - Original Mix,W&W,0,2014,5,edm,0.674,0.956,8,-2.938,1,0.0559,0.000885,0.599,0.071,0.107,128.034,315000
6YoYLN155MLavQcl3bHmvY,The Boys Are Back - Original Version,High School Musical Cast,0,2008,1,pop,0.706,0.915,1,-3.169,1,0.0535,0.00742,1.1e-06,0.0343,0.872,114.992,224667
5mPUo1HP5K4H6hepYHqbZx,Pound for Pound,Auxxk,0,2016,10,rap,0.812,0.707,10,-6.815,0,0.0752,0.236,0,0.587,0.248,109.992,175203
4aimS7UJHeBfF0eJDhIGBH,Heartbreak Back - R3HAB Remix,Frank Walker,0,2018,10,edm,0.558,0.818,6,-3.871,0,0.0565,0.203,0,0.221,0.452,92.005,173478
1mpD5Q8IM32I4bF6eCpU74,Up All Night,Khalid,1,2019,11,r&b,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220
7rwM67LyGTDIq33h3Ukc6Y,I Gotsta Get Paid,ZZ Top,0,2012,9,rap,0.542,0.941,7,-2.225,1,0.062,0.052,0.000191,0.056,0.445,82.371,243160
4PXH3g9qGgMqDlC52dJw07,Blister In The Sun,Violent Femmes,0,1905,6,rock,0.725,0.558,0,-8.557,1,0.125,0.318,0,0.0976,0.88,96.969,144947
75n6R38rfp87ElycXr7OJq,Dancing With The Moonlit Knight - Remastered 2008,Genesis,0,1973,10,rock,0.295,0.536,2,-9.985,1,0.0404,0.0838,0.000336,0.0761,0.204,82.658,483053
1SbA2MXx5rGOWEY4Epoeb9,Ori Tali Ma (LVNDSCAPE Remix),Sander van Doorn,0,2015,9,latin,0.68,0.825,3,-5.578,1,0.03,0.0141,0.328,0.11,0.0863,110.019,261818
4pn0G7yHNfTgRYRWca8gYA,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull,0,2014,4,latin,0.595,0.942,6,-3.605,0,0.0707,0.00431,0.0838,0.0984,0.549,124.989,222467
1RP57IhDU2nBu8x2mjqFQi,"Big Hearts (feat. Stargate, KYLE)",Netsky,0,2018,12,edm,0.766,0.705,2,-5.01,0,0.048,0.066,3.56e-05,0.122,0.154,112.02,201427
0JQ5MbyriK6ruD3t6RZ7ix,Never Seen The Rain,Tones and I,1,2019,8,pop,0.672,0.464,6,-5.624,0,0.037,0.43,0,0.284,0.271,92.069,200742
1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,Gotye,1,2011,1,pop,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885
2auNjgM4xIOANxtZT4Xe9z,Pensando en Ti,Canserbero,1,1905,7,rock,0.434,0.758,9,-4.807,0,0.312,0.597,2.93e-06,0.248,0.473,178.589,244062
55gL8ViNVX3YX8nxv1L4Uw,Side 2 Side - feat. Bow Wow & Project Pat - Explicit,Three 6 Mafia,0,2006,6,rap,0.825,0.745,7,-7.273,1,0.109,0.00857,0,0.0893,0.542,169.836,214547
1CkvWZme3pRgbzaxZnTl5X,Rolling in the Deep,Adele,1,2011,1,pop,0.729,0.756,8,-5.119,1,0.0294,0.131,0,0.0527,0.522,104.945,228293
4I72mMJwJ3jnnRls1SBxws,Tush,ZZ Top,0,1905,6,rock,0.546,0.864,7,-7.632,1,0.0393,0.0908,0.00814,0.277,0.863,145.652,137240
6eMGVZ7U2iGU8333jxkAi2,Bad Habits,Piperline,0,2019,12,pop,0.463,0.468,10,-13.548,1,0.0471,0.0361,3.08e-06,0.132,0.216,90.116,194583
2nH0gsXkSo8hsMv992jbTm,Small,chloe moriondo,0,2018,7,pop,0.53,0.0512,9,-26.279,0,0.0509,0.958,0,0.0838,0.19,88.615,177562
5nBGSfHdmO6P1UwS3PthWW,Symphonica - Suedes Dubstep Remix,Nicky Romero,0,2013,6,edm,0.48,0.974,10,-1.842,1,0.066,0.000477,0.901,0.43,0.687,69.952,220707
4n7jnSxVLd8QioibtTDBDq,On My Way,Alan Walker,1,2019,3,latin,0.509,0.689,1,-4.929,0,0.102,0.0209,0,0.301,0.297,170.087,193798
6SEA9c4WLjX6bQtdVgNqiE,Sign,DEAMN,0,2017,9,pop,0.705,0.903,3,-4.016,1,0.0282,0.0247,0.00167,0.217,0.472,108.914,191560
364spZLB5bhNlnPrzvUB41,Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,1,2019,11,rap,0.512,0.623,9,-6.553,0,0.0808,0.0187,0,0.13,0.219,112.15,183589
5RFG2hZsZho967u6Y6Jn7u,Discovery - Sunrise Mix,Syn Cole,0,2019,6,latin,0.688,0.782,0,-4.142,0,0.029,0.091,1.03e-05,0.115,0.432,119.939,180000
6QDbGdbJ57Mtkflsg42WV5,Hot for Teacher - 2015 Remaster,Van Halen,1,1984,1,rock,0.551,0.947,2,-4.671,1,0.152,0.000652,0.000257,0.0637,0.466,127.657,282747
6F1kPSgdnlSzZRfskE9vaV,Lions in the Wild,Martin Garrix,0,2016,5,edm,0.504,0.847,7,-6.81,0,0.0442,0.00434,0,0.816,0.28,127.854,211890
3wSrPtJpnGaUC2hOmJy0BV,Beast (All as One),Dimitri Vegas & Like Mike,1,2019,11,edm,0.333,0.985,5,-2.843,0,0.0563,0.0326,0.769,0.226,0.393,135.24,189826
5hfpu8saHLGedbHRtNCYjm,Trap Paris (feat. Quavo & Ty Dolla $ign),Machine Gun Kelly,0,2017,5,rap,0.967,0.646,4,-4.818,0,0.0593,0.0242,2.31e-06,0.0916,0.2,124.994,203000
0OBIHrjv88N4SEtf2INos5,Heavy,POWERS,0,2017,2,pop,0.739,0.689,4,-3.726,0,0.0468,0.00563,5.39e-06,0.102,0.897,102.018,234356
1KjQPDJQCUuqDj3AmfSBCa,CAPO,NLE Choppa,1,2019,3,rap,0.617,0.953,2,-4.162,1,0.0693,0.119,0,0.331,0.594,154.964,192200
4m3OS54KWywYhP7WD7z1cg,Life in a Northern Town,The Dream Academy,0,1905,6,rock,0.563,0.476,4,-13.342,1,0.0329,0.265,0,0.494,0.432,121.67,259293
6Y6YC93R1r0CISm5iC4j27,BOTA FUEGO,Mau y Ricky,1,2019,10,latin,0.728,0.83,11,-4,1,0.36,0.234,0,0.0962,0.633,175.984,223187
5JtCyvuNSFF7p5y5rC0LLp,Casan (No Puedo Bloquear Lo Que Quiero Dar),Javiera Mena,0,2006,10,pop,0.676,0.356,11,-11.41,1,0.0421,0.399,0.138,0.114,0.692,147.052,270681
7ojH6H4wE6XJNgzU4uvNc8,A Partir De Hoy,David Bisbal,1,2018,3,latin,0.652,0.857,6,-5.044,1,0.0676,0.186,0,0.377,0.504,163.963,196803
6D3VGJz4hOCMGrEANXFu2f,How Ya Like Me Now - Longer Version,Kool Moe Dee,0,1905,6,r&b,0.875,0.737,1,-14.099,1,0.0876,0.00352,0.000527,0.0706,0.543,104.204,337333
2gMxNLe9ugpFAia2NE8OGV,Blueblurry,Duckmaw,0,2019,4,latin,0.687,0.602,4,-9.08,1,0.155,0.00404,0.0271,0.0654,0.29,117.979,285004
2fZQIJew3nkNe99s2PKzul,Bad Liar,Selena Gomez,1,2017,5,pop,0.965,0.414,1,-6.408,1,0.0713,0.189,0,0.0767,0.728,121.032,214648
57x8qMZcFHx8WU07JFTUNG,I Love Rock N' Roll,Jane Ashton,0,2010,10,rock,0.838,0.303,4,-12.355,1,0.0368,0.081,0,0.0392,0.656,95.024,179722
1WMfmBKlRTUGafwEjtJIhN,"Mucho más allá - De ""Frozen 2""",David Bisbal,0,2019,11,pop,0.393,0.757,8,-5.825,1,0.0961,0.465,0,0.0965,0.444,117.676,190467
5J1c3M4EldCfNxXwrwt8mT,Traicionera,Sebastian Yatra,0,2016,6,latin,0.776,0.669,11,-4.933,1,0.0638,0.142,0,0.219,0.661,91.012,228467
6yl8Es1tCYD9WdSkeVLFw4,You Shook Me All Night Long,AC/DC,1,1986,5,rock,0.529,0.768,7,-5.51,1,0.0566,0.00224,0.000685,0.297,0.769,127.316,210880
1PZUD6jjtYsOUC9vDjdJHK,American Pie,Xamã,1,2019,12,rap,0.583,0.468,9,-8.794,0,0.339,0.334,0,0.1,0.322,130.002,179077
3D4QFgYa3P9P0gjmv4eX6I,Chandelier,Sia,0,2014,3,pop,0.286,0.784,1,-2.873,1,0.0749,0.0163,6.48e-05,0.0713,0.618,173.793,216120
0ps0e9UUY3XgEajDj6jYAV,Sweet Things,The Pretty Reckless,0,2014,3,rap,0.427,0.971,4,-3.824,1,0.12,2.92e-05,0.0114,0.386,0.313,77.511,304363
0WVr2fYd4YOitZgQHTDjUY,Wake Up - Original Mix,Jay Hardway,0,2015,7,edm,0.663,0.828,8,-6.185,0,0.0521,0.0423,0.299,0.0657,0.569,128.001,270245
2fF7mQOxo1SZuIMHTQgQD8,Romeo And Juliet,Dire Straits,0,1980,10,rock,0.613,0.441,5,-11.999,1,0.0309,0.546,0.0132,0.0869,0.525,87.573,360667
7mo7U4LHQxAHxnvKVpb3nH,supernova,prettyboyshav,0,2020,1,pop,0.616,0.575,1,-9.811,1,0.0442,0.022,0,0.35,0.234,133.94,192683
145SVB2wsBUr5RhckVvDIy,R U D Y,Houston Kendrick,0,2019,12,pop,0.573,0.406,10,-8.788,1,0.0446,0.527,0,0.117,0.213,161.829,183089
2HNcNd5RPZ7DSRNbIl6JsP,The Hills,The Weeknd,0,2015,5,pop,0.587,0.566,0,-7.017,0,0.0528,0.0843,0,0.145,0.155,113.025,242519
2MC3kUK90yY3Agkw9jHAuF,Lotto,Rotimi,0,2015,6,rap,0.724,0.528,7,-7.945,1,0.193,0.00758,0,0.534,0.343,90.034,207834
4gqMVEJSaL5nNeKj5WmVoT,No Lo Trates,Pitbull,1,2019,4,latin,0.834,0.808,11,-2.597,1,0.0542,0.0569,0.00052,0.222,0.829,104.026,198453
0LgXyRIho1cJ8dfbWNIEtx,Cube,New World Sound,0,2013,4,edm,0.784,0.961,1,-6.061,0,0.0662,0.00929,0.88,0.11,0.0329,125.994,322612
16qPkGAjjtZ9dKuSUwpFB5,Hostage,Unodavid,0,2019,4,rap,0.699,0.39,6,-12.128,0,0.0752,0.39,0,0.106,0.509,160.071,131056
69QHm3pustz01CJRwdo20z,Hells Bells,AC/DC,1,1980,7,rock,0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767,312293
0Dw7uVJBAKCm6dfCoabJV9,Cruel,Jeff Bernat,0,2019,2,r&b,0.704,0.379,9,-9.038,1,0.0816,0.699,0,0.112,0.465,78.91,224282
38DmpKGMulBN5NuXCZopOF,Wake Me Up,Foreign Air,0,2019,2,pop,0.229,0.915,10,-4.939,0,0.0762,0.0103,0.471,0.104,0.305,177.989,222760
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,The Who,1,1971,8,rock,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400
0JKY13K1Io2aqXJb96UyzX,I Get Off,Halestorm,0,2009,2,rock,0.456,0.891,11,-4.062,0,0.125,0.00682,4.97e-06,0.0727,0.647,170.019,183707
4yI3HpbSFSgFZtJP2kDe5m,Look At Her Now,Selena Gomez,1,2019,10,pop,0.563,0.564,10,-7.906,0,0.271,0.114,0.0254,0.304,0.55,154.355,162596
3lGogNtjAv1C0PHCxe3oyj,Had Me @ Hello,Olivia Holt,0,2012,10,pop,0.638,0.884,6,-4.068,0,0.049,0.00918,0.000337,0.139,0.541,130.034,189520
0iBOGfVW1T08dRqtqnMYK0,Say It Again,AJ Mitchell,0,2019,11,pop,0.51,0.71,1,-7.516,1,0.0874,0.442,0.00025,0.0783,0.511,119.951,206930
2lWfuwRnN6aSk50TPx6eCk,If The World,Guns N' Roses,0,2008,1,rock,0.645,0.74,7,-9.414,1,0.0528,0.00542,0.0239,0.115,0.783,146.434,293507
7BKLCZ1jbUBVqRi2FVlTVw,Closer (feat. Halsey),The Chainsmokers,1,2016,7,latin,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
1RxUJSZWgxUBMAk26fnFfl,By the Pool,Palomo Wendel,0,2019,2,r&b,0.778,0.193,4,-15.032,0,0.037,0.859,0.962,0.111,0.381,76.017,201690
07CyrZF9eVd02zzIse7tZA,In Between Days - 2006 Remaster,The Cure,0,1985,8,rock,0.541,0.83,9,-6.246,1,0.0316,0.109,0.701,0.167,0.711,142.592,177987
66QhdvUCKKgvNJVBjIHKGv,Get It Together,India.Arie,0,2002,9,r&b,0.772,0.366,5,-10.236,1,0.0841,0.287,0,0.117,0.471,96.993,294400
